LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003400613-0001-1,GAROUN GROUP INC,CORNER TACO PIZZA,4400 EAGLE ROCK BLVD,LOS ANGELES,90041-3213,4400 EAGLE ROCK 90041-3213,POST OFFICE BOX #5895,GLENDALE,91221-5895,722110,Full-service restaurants,0,05/31/2023,,
0003400628-0001-7,HAKOP NAZARYAN,SMASH N BITE,4335 VAN NUYS BLVD UNIT #180,SHERMAN OAKS,91403-3727,4335 Van Nuys 91403-3727,,,,722110,Full-service restaurants,4,11/08/2023,,POINT (-118.449 34.1502)
0003400891-0001-7,RHUM RUAY MARC MARC INC,PALMS THAI RESTAURANT,5900 HOLLYWOOD BLVD SUITE #B,LOS ANGELES,90028-7454,5900 HOLLYWOOD 90028-7454,16413 NAPA STREET,NORTH HILLS,91343-5616,722110,Full-service restaurants,13,01/01/2024,,
0003400976-0001-1,EVER ALVARADO / VICTOR DE POMAR / SONIA GUADRON,VICKIS PLACE SALVADORIAN & PERUVIAN FOOD,5958 VINELAND AVENUE UNIT #F,NORTH HOLLYWOOD,91601-1329,5958 Vineland 91601-1329,,,,722110,Full-service restaurants,2,11/14/2023,,POINT (-118.37 34.1791)
0003401234-0001-7,SPICES THAI 888 LLC,SPICES THAI KITCHEN SUNSET,1411 W SUNSET BLVD   SUITE #206,LOS ANGELES,90026-,1411 SUNSET 90026,1411 W SUNSET BLVD SUITE #206,LOS ANGELES,90026,722110,Full-service restaurants,0,11/16/2023,,
0003401489-0001-4,RCMI HOSPITALITY MANAGEMENT LLC,,5959 W CENTURY BLVD,LOS ANGELES,90045-5475,5959 CENTURY 90045-5475,5959 W CENTURY BLVD OFFICE #270,LOS ANGELES,90045,722110,Full-service restaurants,0,08/11/2023,,POINT (-118.3883 33.9461)
0003401529-0001-1,BTGYB,MOOHAN KOREAN BBQ,3435 WILSHIRE BLVD   SUITE #123,LOS ANGELES,90010-,3435 WILSHIRE 90010,290 S UNION AVENUE,LOS ANGELES,90026,722110,Full-service restaurants,0,11/20/2023,,
0003401656-0001-6,BHC CHAPMAN PLAZA USA INC,,3465 W 6TH STREET   SUITE #80,LOS ANGELES,90020-,3465 6TH 90020,3435 WILSHIRE BLVD SUITE #460,LOS ANGELES,90010,722110,Full-service restaurants,0,11/21/2023,,
0003401691-0001-8,FLAVOR FEAST,CHUTNEY'S,2406 S BARRINGTON AVENUE,LOS ANGELES,90064-,2406 BARRINGTON 90064,3834 GIRARD AVENUE,CULVER CITY,90232,722110,Full-service restaurants,0,12/01/2023,,
0003401693-0001-7,GOODSTEAK LLC,GOODSTEAK,11419 SANTA MONICA BLVD   UNIT #K6,LOS ANGELES,90025-,11419 SANTA MONICA 90025,2111 LOUELLA AVENUE,VENICE,90291,722110,Full-service restaurants,0,12/04/2023,,
0003401704-0001-7,HAPPY TIMES 11 LLC,,1730 N NORMANDIE AVENUE   UNIT #B,LOS ANGELES,90027-,1730 NORMANDIE 90027,1730 N NORMANDIE AVENUE UNIT #B,LOS ANGELES,90027,722110,Full-service restaurants,0,11/21/2023,,
0003401766-0001-8,SHISHI LOUNGE INC,,16055 VENTURA BLVD PENTHOUSE #1205,ENCINO,91436-2612,16055 VENTURA 91436-2612,16055 VENTURA PENTHOUSE #1205,ENCINO,91436,722110,Full-service restaurants,0,11/22/2023,,POINT (-118.4832 34.1568)
0003402021-0001-1,"DINO'S MAIN ST, INC",,2817 N MAIN STREET,LOS ANGELES,90031-3322,2817 Main 90031-3322,,,,722110,Full-service restaurants,1,03/01/2023,,POINT (-118.2123 34.0663)
0003402121-0001-9,ORALE K RICO LLC,,3317 N MISSION ROAD #3,LOS ANGELES,90031-3183,3317 MISSION 90031-3183,4567 FERNTOP DRIVE,LOS ANGELES,90032,722110,Full-service restaurants,14,11/17/2023,,POINT (-118.2057 34.0666)
0003402219-0001-0,GORDITAS DURANGO INC,,14650 ROSCOE BLVD UNIT #1 - 2,PANORAMA CITY,91402-4149,14650 ROSCOE 91402-4149,9064 LEV AVENUE,ARLETA,91331,722110,Full-service restaurants,0,10/19/2023,,POINT (-118.4519 34.221)
0003402271-0001-5,PFP ECHO PARK LLC,PITFIRE PIZZA,2141 W SUNSET BLVD,LOS ANGELES,90026-,2141 SUNSET 90026,2434 LINCOLN BLVD SUITE #3,VENICE,90291,722110,Full-service restaurants,0,12/31/2023,,
0003402352-0001-1,LA COCINA MEXICAN RESTAURANT INC,SUSHI GOURMET,6331 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606-3511,6331 Lankershim 91606-3511,,,,722110,Full-service restaurants,2,09/08/2023,,POINT (-118.3875 34.1856)
0003402642-0001-1,LA BELLA RESTAURANT INC,,10315 ZELZAH AVENUE,NORTHRIDGE,91326-,10315 ZELZAH 91326,10315 ZELZAH AVENUE,NORTHRIDGE,91326,722110,Full-service restaurants,0,12/01/2023,,
0003402823-0002-3,TOPIT MANAGEMENT INC,,4000 COLFAX AVENUE,STUDIO CITY,91604-2145,4000 Colfax 91604-2145,,,,722110,Full-service restaurants,4,12/01/2023,,POINT (-118.387 34.1415)
0003402927-0001-1,JUAN BERNILLA,SUMAC PERUVIAN RESTAURANT,933 S EUCLID STREET,ANAHEIM,92802-,933 EUCLID 92802,933 S EUCLID STREET,ANAHEIM,92802,722110,Full-service restaurants,0,12/04/2023,,
0003402995-0001-8,ALEX & THAI BBQ LLC,THAI ORIGINAL BBQ & RSTAURANT,8251 WOODMAN AVENUE,PANORAMA CITY,91402-5426,8251 WOODMAN 91402-5426,8251 WOODMAN AVENUE,PANORAMA CITY,91402-5426,722110,Full-service restaurants,6,12/01/2023,,POINT (-118.4329 34.221)
0003402996-0001-2,JOSE GUSTAVO SANCHEZ,TONY'S SUB AND SALADS,4507 VALLEY BLVD #102,LOS ANGELES,90032-3780,4507 VALLEY 90032-3780,,,,722110,Full-service restaurants,14,11/01/2023,,POINT (-118.1869 34.0631)
0003403222-0003-5,DALLAS HOLDINGS CA LLC,,10250 SANTA MONICA BLVD SUITE #1300,LOS ANGELES,90067-6484,10250 SANTA MONICA 90067-6484,271 17TH STREET NW SUITE #2100,ATLANTA,30363-6213,722513,Limited-Service Restaurants,5,11/29/2024,,
0003403222-0004-3,DALLAS HOLDINGS CA LLC,,10250 SANTA MONICA BLVD SUITE #2020,LOS ANGELES,90067-6581,10250 SANTA MONICA 90067-6581,271 17TH STREET NW SUITE #2100,ATLANTA,30363-6213,722513,Limited-Service Restaurants,5,12/17/2024,,POINT (-118.4195 34.0595)
0003403235-0001-6,PHILLIPOS PIZZA CO.,,1206 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-,1206 PACIFIC COAST 90710,1206 PACIFIC COAST HIGHWAY,HARBOR CITY,90710,722110,Full-service restaurants,0,12/06/2023,,
0003403298-0001-1,UNDER PRESSURE NUTRITION LLC,,111 N PACIFIC AVENUE,SAN PEDRO,90731-,111 PACIFIC 90731,111 N PACIFIC AVENUE,SAN PEDRO,90731,722110,Full-service restaurants,0,12/08/2023,,
0003403328-0001-4,SUR MESURE LLC,,2750 PINERIDGE PLACE,LA CRESCENTA,91214-,2750 PINERIDGE 91214,2750 PINERIDGE PLACE,LA CRESCENTA,91214,722110,Full-service restaurants,0,05/16/2018,,
0003403367-0001-4,SRB KTOWN INC,SLURPIN' RAMEN BAR,3407 W 6TH STREET SUITE #110,LOS ANGELES,90020-2550,3407 6TH 90020-2550,3407 W 6TH STREET SUITE #110,LOS ANGELES,90020-2550,722110,Full-service restaurants,10,12/01/2023,,POINT (-118.2957 34.0637)
0003403429-0001-7,RIVER TEN INVESTMENTS INC,PERU POKE,517 OCEAN FRONT WALKS    UNIT #4,VENICE,90291-,517 OCEAN FRONT 90291,20301 VENTURA BLVD SUITE #340,WOODLAND HILLS,91364,722110,Full-service restaurants,0,12/01/2023,,
0003403469-0001-1,MLS DINING GROUP INC,DRUNKEN FISH,12222 WILSHIRE BLVD   #101,LOS ANGELES,90025-,12222 WILSHIRE 90025,,,,722110,Full-service restaurants,0,12/12/2023,,
0003403548-0001-8,NOVIKOV LA LLC,NOVIKOV BEVERLY HILLS,257 N CANON DRIVE,BEVERLY HILLS,90210-4361,257 Canon 90210-4361,,,,722110,Full-service restaurants,0,12/11/2023,,POINT (-118.3995 34.0687)
0003403736-0001-1,LA PETIT CREPERIE INC,THE PALM AND THE PINE,1624 N CAHUENGA BLVD,LOS ANGELES,90028-,1624 CAHUENGA 90028,138 LOMA VISTA DRIVE,BURLINGAME,94010,722110,Full-service restaurants,0,12/31/2023,,
0003403739-0001-5,TOKYO FRIED CHICKEN CO LLC,TOKYO FRIED CHICKEN,801 S OLIVE STREET UNIT #C,LOS ANGELES,90014-3010,801 OLIVE 90014-3010,,,,722110,Full-service restaurants,14,10/06/2023,,POINT (-118.2574 34.0451)
0003403779-0001-0,VALA FOOD CORP,VALA KITCHEN,6110 W SUNSET BLVD,LOS ANGELES,90028-,6110 SUNSET 90028,6110 W SUNSET BLVD,LOS ANGELES,90028,722110,Full-service restaurants,0,04/15/2024,,
0003403788-0001-9,"349-351 N FAIRFAX, LLC",LUCIA LA,349 N FAIRFAX AVENUE,LOS ANGELES,90036-,349 FAIRFAX 90036,8080 LAUREL VIEW DRIVE,LOS ANGELES,90069,722110,Full-service restaurants,0,09/30/2022,,
0003403870-0001-7,SKEWER LLC,SKEWER,6328 HOLLYWOOD BLVD,LOS ANGELES,90028-6303,6328 HOLLYWOOD 90028-6303,,,,722110,Full-service restaurants,13,12/13/2023,,POINT (-118.3276 34.1013)
0003404030-0001-4,EL ZORRO NIGHTCLUB LLC,,5560 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-2726,5560 Lankershim 91601-2726,,,,722110,Full-service restaurants,2,09/01/2021,,POINT (-118.3785 34.1717)
0003404032-0001-3,TRATTORIA DALY INC,TRATTORIA DALY,2423 DALY STREET,LOS ANGELES,90031-2220,2423 DALY 90031,,,,722110,Full-service restaurants,1,12/14/2023,,POINT (34.0744 34.0744)
0003404069-0001-6,KUDOS IN MENUS INC,KIM'S RESTAURANT,3860 CRENSHAW BLVD #105,LOS ANGELES,90008-1816,3860 Crenshaw 90008-1816,17219 JERSEY AVENUE,ARTESIA,90701-2638,722110,Full-service restaurants,10,01/31/2024,,POINT (-118.3344 34.0158)
0003404106-0001-9,786 BEST FOOD INC,CINNAMON INDIAN CUISINE,7233 BEVERLY BLVD,LOS ANGELES,90036-,7233 BEVERLY 90036,7233 BEVERLY BLVD,LOS ANGELES,90036,722110,Full-service restaurants,0,12/14/2023,,
0003404153-0001-3,WIN HOLLYWOOD LLC,THE WINDOW,6801 HOLLYWOOD BLVD,HOLLYWOOD,90028-,6801 HOLLYWOOD 90028,2434 LINCOLN BLVD FLOOR #3,VENICE,90291,722110,Full-service restaurants,0,12/31/2023,,
0003404167-0001-5,GNA MARKETING INC,SOPITA RAMEN,750 S OXFORD AVENUE    #425,LOS ANGELES,90005-4630,750 OXFORD 90005-4630,,,,722110,Full-service restaurants,10,12/16/2023,,POINT (-118.3077 34.0581)
0003404177-0001-9,THE LORENZO COMPANY,ARTHUR'S GARDEN,1240 HOOPER AVENUE,LOS ANGELES,90021-,1240 HOOPER 90021,1240 HOOPER AVENUE,LOS ANGELES,90021,722110,Full-service restaurants,0,12/31/2023,,
0003404246-0001-1,LA BAMBA RESTAURANT INC,,13439 OSBORNE STREET,ARLETA,91331-,13439 OSBORNE 91331,13439 OSBORNE STREET,ARLETA,91331,722110,Full-service restaurants,0,07/01/2022,,
0003404462-0001-7,HERE'S JOHNNY LLC,,5006 YORK BLVD,LOS ANGELES,90042-1714,5006 YORK 90042,2270 CAVANAGH CIRCLE,LOS ANGELES,90032-3901,722110,Full-service restaurants,0,01/01/2024,,POINT (0 0)
0003405406-0001-1,TANICHA LLC,THE SMILE THAI,1605 PACIFIC COAST HIGHWAY SUITE #106,HARBOR CITY,90710-2600,1605 PACIFIC COAST 90710-2600,1397 RELIANCE,CARSON,90746,722110,Full-service restaurants,0,12/04/2023,,
0003405422-0001-0,FANUCCI HOSPITALITY GROUP LLC,DEUX BISTRO,20969 VENTURA BLVD SUITE #14,WOODLAND HILLS,91364-,20969 VENTURA 91364,6800 OWENSMOUTH AVENUE SUITE #350,CANOGA PARK,91303,722110,Full-service restaurants,0,12/19/2023,,
0003405542-0001-5,VITELLO'S RESTAURANT LLC,,4349 TUJUNGA AVENUE,STUDIO CITY,91604-2752,4349 TUJUNGA 91604-2752,13636 VENTURA BLVD #419,SHERMAN OAKS,91423-3700,722110,Full-service restaurants,2,01/01/2019,,POINT (34.1489 34.1489)
0003406062-0001-9,SASITHORN CHAIAI,,1711 CAHUENGA BLVD,LOS ANGELES,90028-,1711 CAHUENGA 90028,1316 TONOPAH STREET,ARLETA,91331,722110,Full-service restaurants,0,12/19/2023,,POINT (0 0)
0003406842-0001-7,SF TACO MANAGEMENT LLC,DEL TACO #1276,4903 EAGLE ROCK BLVD,LOS ANGELES,90041-1906,4903 EAGLE ROCK 90041-1906,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,14,11/08/2023,,POINT (34.1354 34.1354)
0003406842-0002-5,SF TACO MANAGEMENT LLC,DEL TACO #1273,13701 ROSCOE BLVD,PANORAMA CITY,91402-3834,13701 ROSCOE 91402-3834,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,6,11/08/2023,,POINT (34.2219 34.2219)
0003406842-0003-3,SF TACO MANAGEMENT LLC,DEL TACO #1272,19309 ROSCOE BLVD,NORTHRIDGE,91324-4242,19309 ROSCOE 91324,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,12,11/08/2023,,POINT (34.2208 34.2208)
0003406842-0004-1,SF TACO MANAGEMENT LLC,DEL TACO #1271,21920 LASSEN STREET,CHATSWORTH,91311-3627,21920 LASSEN 91311,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,12,11/08/2023,,POINT (34.2497 34.2497)
0003407362-0001-1,ARMENIAN TONIR BBQ,TONIR BBQ,7603 VINELAND AVENUE,SUN VALLEY,91352-4502,7603 VINELAND 91352,,,,722110,Full-service restaurants,6,12/20/2023,,POINT (34.2085 34.2085)
0003407442-0001-1,KARINA'S KITCHEN INC,,9501 VAN NUYS BLVD   SUITE #101,PANORAMA CITY,91402-6956,9501 VAN NUYS 91402-6956,,,,722110,Full-service restaurants,6,01/01/2024,,POINT (34.243 34.243)
0003407464-0001-8,THE BAD BATCH LLC,,980 W 190TH STREET SUITE #C7,TORRANCE,90502-3510,980 190th 90502-3510,12132 LAKELAND ROAD,NORWALK,90650-1856,722110,Full-service restaurants,15,10/19/2023,,POINT (-118.294 33.8573)
0003407483-0001-1,THE FRIES FACTORY,,12251 FOOTHILL BLVD,SYLMAR,91342-6002,12251 FOOTHILL 91342,12362 SONOMA DRIVE,PACOIMA,91331-6900,722110,Full-service restaurants,7,06/23/2021,,POINT (34.2819 34.2819)
0003407682-0001-2,JESSICA CHENEY,THE PUZZLE REPUBLIC,3668 HUGHES AVENUE   APT #1,LOS ANGELES,90034-3939,3668 HUGHES 90034,3668 HUGHES AVENUE APT #1,LOS ANGELES,90034-3939,722110,Full-service restaurants,5,11/30/2023,,POINT (34.0262 34.0262)
0003407722-0001-9,BARR SECO LLC,,3820 W SUNSET BLVD,LOS ANGELES,90026-,3820 SUNSET 90026,3820 W SUNSET BLVD,LOS ANGELES,90026,722110,Full-service restaurants,0,07/12/2023,,
0003408184-0001-8,W AND H EMPIRE INC,,20501 VENTURA BLVD SUITE #185,WOODLAND HILLS,91364-,20501 VENTURA 91364,6545 CAMELLIA AVENUE,NORTH HOLLYWOOD,91606,722110,Full-service restaurants,0,12/17/2023,,
0003408185-0001-2,YEOGANE ENTERPRISE INC,KING COLE PIZZA,612 S LORENA STREET,LOS ANGELES,90023-,612 LORENA 90023,612 S LORENA STREET,LOS ANGELES,90023,722110,Full-service restaurants,0,12/21/2023,,
0003408502-0001-2,CARNITAS MICHOACAN #4,,1605 S HOOVER STREET SUITE #105,LOS ANGELES,90006-4957,1605 HOOVER 90006-4957,,,,722110,Full-service restaurants,1,12/12/2023,,POINT (34.0435 34.0435)
0003409345-0001-1,CHILLITHAI INC,,10889 W PICO BLVD,LOS ANGELES,90064-,10889 PICO 90064,10889 W PICO BLVD,LOS ANGELES,90064,722110,Full-service restaurants,0,12/21/2023,,
0003410582-0001-0,TIMS THAI TEA LLC,,264 S MISSION DRIVE #F,SAN GABRIEL,91776-,264 MISSION 91776,3732 MONTROSE AVENUE,LA CRESCENTA,91214,722110,Full-service restaurants,0,12/01/2023,,
0003410822-0001-2,CORO NANE LLC,,13039 GLENOAKS BLVD,SYLMAR,91342-4029,13039 Glenoaks 91342-4029,,,,722110,Full-service restaurants,7,01/01/2024,,POINT (-118.4495 34.3072)
0003411202-0001-3,HAPPY PANDA MANAGEMENT LLC,HAPPY PANDA KITCHEN,10965 WEYBURN AVENUE,LOS ANGELES,90024-2811,10965 Weyburn 90024-2811,,,,722110,Full-service restaurants,5,01/01/2024,,POINT (-118.4479 34.0624)
0003411202-0002-1,HAPPY PANDA MANAGEMENT LLC,HAPPY PANDA KITCHEN,1064 GAYLEY AVENUE,LOS ANGELES,90024-3402,1064 GAYLEY 90024,1061 BROXTON AVENUE,LOS ANGELES,90024-2803,722110,Full-service restaurants,5,01/01/2024,,POINT (34.061 34.061)
0003411202-0003-0,HAPPY PANDA MANAGEMENT LLC,HAPPY PANDA KITCHEN,8459 BEVERLY BLVD,LOS ANGELES,90048-3415,8459 BEVERLY  90048,1061 BROXTON AVENUE,LOS ANGELES,90024-2803,722110,Full-service restaurants,5,01/01/2024,,POINT (34.0763 34.0763)
0003411362-0001-3,MERLYN ESTRADA,PA PORD ZAPPVER / ASIAN FUSION CUISINE,12936 SHERMAN WAY,NORTH HOLLYWOOD,91605-4953,12936 SHERMAN WAY 91605,1334 N AVON STREET,BURBANK,91505-2213,722110,Full-service restaurants,2,01/02/2024,,POINT (34.201 34.201)
0003411834-0001-2,LIKE THAI AND CHINESE FOOD LLC,LIKE'S THAI & CHINESE FOOD,8702 FOOTHILL BLVD,SUNLAND,91040-1923,8702 FOOTHILL 91040-1923,8245 REDBUSH LANE,PANORAMA CITY,91402-5344,722110,Full-service restaurants,7,01/01/2024,,POINT (34.2601 34.2601)
0003412330-0001-1,KB SEQUEL ENTERPRISES LLC,SMOKED N' BLAZED BBQ,5391 HUNTINGTON DRIVE N APT #103,LOS ANGELES,90032-1743,5391 HUNTINGTON 90032,POST OFFICE BOX #J,SOUTH PASADENA,91031-0590,722110,Full-service restaurants,14,01/01/2024,,POINT (34.0924 34.0924)
0003412388-0001-5,BACOLOD CHICK'N INASAL,BACOLOD CHICK'N INASAL,20504 SHERMAN WAY,WINNETKA,91306-3428,20504 Sherman 91306-3428,,,,722110,Full-service restaurants,3,01/01/2024,,POINT (-118.58 34.2008)
0003412399-0001-3,TIGAWOK SOCAL LLC,TIGAWOK,11280 W OLYMPIC BLVD UNIT #2224,LOS ANGELES,90064-,11280 OLYMPIC 90064,11280 W OLYMPIC BLVD UNIT #2224,LOS ANGELES,90064,722110,Full-service restaurants,0,02/15/2024,,
0003412434-0001-7,AGASALERWONG LLC,CAFFE HUB,6371 SELMA AVENUE,LOS ANGELES,90028-,6371 SELMA 90028,2840 MANHATTAN AVENUE,GLENDALE,91214,722110,Full-service restaurants,0,12/31/2023,,
0003412593-0001-2,RISTORANTE TORTELLINO LLC,,7168 MELROSE AVENUE,LOS ANGELES,90046-7626,7168 MELROSE,,,,722110,Full-service restaurants,5,11/27/2023,,POINT (34.0832 34.0832)
0003412734-0001-1,M E T BRANDS LLC,MIDEAST TACOS,3536 W SUNSET BLVD,LOS ANGELES,90026-,3536 SUNSET 90026,3536 W SUNSET BLVD,LOS ANGELES,90026,722110,Full-service restaurants,0,01/01/2024,,
0003412931-0001-4,LILIAN'S FILIPINO FOOD LLC,LILIAN'S FILIPINO RESTAURANT AND BAKERY,9301 TAMPA AVENUE   UNIT #107,NORTHRIDGE,91324-5695,9301 TAMPA  91324,20307 DOROTHY STREET,SANTA CLARITA,91350-3691,722110,Full-service restaurants,12,11/01/2023,,POINT (34.24 34.24)
0003412931-0002-2,LILIAN'S FILIPINO FOOD LLC,LILIN'A BREAD AND SWEETS,16134 NORDHOFF STREET   SUITE #C,NORTH HILLS,91343-3003,16134 NORDHOFF 91343,,,,722110,Full-service restaurants,12,11/01/2023,,POINT (34.2355 34.2355)
0003412931-0003-1,LILIAN'S FILIPINO FOOD LLC,LILIN'A BREAD AND SWEETS,9006 SEPULVEDA BLVD,NORTH HILLS,91343-4308,9006 SEPULVEDA 91343,20307 DOROTHY STREET,SANTA CLARITA,91350-3691,722110,Full-service restaurants,7,11/01/2023,,POINT (34.234 34.234)
0003412944-0001-1,GASTRONOMIX LLC,MOOD,8201 W 3RD STREET,LOS ANGELES,90048-,8201 3RD 90048,14543 HESBY STREET,SHERMAN OAKS,91403,722110,Full-service restaurants,0,01/03/2024,,
0003412973-0001-8,GREEN VELVET EVENTS LLC,THE SOCIAL CLUB,1640 N SPRING STREET SUITE #A,LOS ANGELES,90012-,1640 SPRING 90012,1640 N SPRING STREET SUITE #A,LOS ANGELES,90012,722110,Full-service restaurants,0,03/17/2022,,
0003413010-0001-6,BREAD 'N BUTTER INC,,5911 HOLLYWOOD BLVD,LOS ANGELES,90028-5409,5911 HOLLYWOOD 90028-5409,5911 HOLLYWOOD BLVD,LOS ANGELES,90028,722110,Full-service restaurants,0,02/01/2024,,POINT (-118.3183 34.1018)
0003413167-0001-4,MSM PEARL,,4054 W 3RD STREET,LOS ANGELES,90020-,4054 3RD 90020,4054 W 3RD STREET,LOS ANGELES,90020,722110,Full-service restaurants,0,01/01/2024,,
0003413173-0001-0,DANIEL MAGDALENO,TACO BEACH,1111 PACIFIC COAST HIGHWAY SUITE #17,HARBOR CITY,90710-,1111 PACIFIC COAST 90710,1111 W PACIFIC COAST HIGHWAY SUITE #17,HARBOR CITY,90710,722110,Full-service restaurants,0,01/05/2024,,
0003413185-0001-2,DLS F&B INC,KINGYUBU,3128 W 8TH STREET,LOS ANGELES,90005-,3128 8TH 90005,3128 W 8TH STREET,LOS ANGELES,90005,722110,Full-service restaurants,0,01/01/2024,,
0003413234-0001-8,ALLUREUM EXPERIENCES LLC,,330 W OLYMPIC BLVD,LOS ANGELES,90015-1606,330 Olympic 90015-1606,111 W VERDUGO AVENUE,BURBANK,91502-2131,722110,Full-service restaurants,14,03/01/2024,,POINT (-118.2588 34.0416)
0003413289-0001-9,FOC LA BREA LLC,ZOZO RESTAURANT,148 S LA BREA AVENUE,LOS ANGELES,90036-,148 LA BREA 90036,148 S LA BREA AVENUE,LOS ANGELES,90036,722110,Full-service restaurants,0,01/25/2024,,
0003413384-0001-4,JUAN ANTONIO MARROQUIN CORNEJO,TACOS MICHOACAN,19703 NORDHOFF STREET SUITE #C,NORTHRIDGE,91324-3384,19703 NORDHOFF 91324-3384,,,,722110,Full-service restaurants,12,01/15/2024,,
0003413406-0001-2,JACK'S FAMILY CAFE,,3965 S WESTERN AVENUE,LOS ANGELES,90062-,3965 WESTERN 90062,629 W 43RD PLACE,LOS ANGELES,90037,722110,Full-service restaurants,0,12/27/2023,,
0003413407-0001-7,"K FOODIE, INC.",,3470 W 6TH STREET SUITE #3,LOS ANGELES,90020-,3470 6TH 90020,3470 W 6TH STREET SUITE #3,LOS ANGELES,90020,722110,Full-service restaurants,0,01/01/2024,,
0003413410-0001-9,SABOR MEXICANO BAR & GRILL INC,,14523 VANOWEN STREET,VAN NUYS,91405-,14523 VANOWEN 91405,14523 VANOWEN STREET,VAN NUYS,91405,722110,Full-service restaurants,0,01/01/2024,,
0003413459-0001-4,GENTLE THORN,SPINA,3193 GLENDALE BLVD,LOS ANGELES,90039-1805,3193 GLENDALE 90039-1805,3193 GLENDALE BLVD,LOS ANGELES,90039,722110,Full-service restaurants,0,12/01/2023,,POINT (-118.2614 34.118)
0003413795-0001-5,SUPALUK SIRIBURANANON,BANGKOK BUN,1711 CAHUENGA BLVD,LOS ANGELES,90028-,1711 CAHUENGA 90028,3181 S SEPULVEDA BLVD APT #207,LOS ANGELES,90034,722110,Full-service restaurants,0,01/10/2024,,POINT (0 0)
0003413919-0001-1,CASA CANELA RESTAURANT INC,CASA CANELA RESTAURANT,24930 PICO CANYON ROAD,STEVENSON RANCH,91381-1715,24930 Pico Canyon 91381-1715,,,,722110,Full-service restaurants,0,01/01/2024,,POINT (-118.5713 34.3809)
0003413999-0001-0,SONGPHUN NONGLUK,AUTHENTIC POT THAI,2242 FAIR PARK AVENUE BUILDING,LOS ANGELES,90041-,2242 FAIR PARK 90041,2242 FAIR PARK AVENUE BUILDING,LOS ANGELES,90041,722110,Full-service restaurants,0,01/11/2024,,
0003414023-0001-1,DTLA 33 TAPS CONCESSIONS LLC,33 TAPS DTLA,1240 S FIGUEROA STREET,LOS ANGELES,90015-,1240 FIGUEROA 90015,1240 S FIGUEROA STREET,LOS ANGELES,90015,722110,Full-service restaurants,0,06/06/2023,,POINT (0 0)
0003414496-0001-2,ALVARADO FOOD ENTERPRISE INC,LA LIBERTAD # 4,12650 SHERMAN WAY SUITE #15,NORTH HOLLYWOOD,91605-5249,12650 Sherman 91605-5249,,,,722110,Full-service restaurants,2,01/01/2024,,POINT (-118.4088 34.2009)
0003414590-0001-3,ALLUREUM LLC,THE GALLERY,330 W OLYMPIC BLVD,LOS ANGELES,90015-1606,330 Olympic 90015-1606,111 W VERDUGO AVENUE,BURBANK,91502-2131,722110,Full-service restaurants,14,03/01/2024,,POINT (-118.2588 34.0416)
0003414622-0001-5,NARDO LA LP,NARDO LOS ANGELES,8022 W 3RD STREET,LOS ANGELES,90048-,8022 3RD 90048,8022 W 3RD STREET,LOS ANGELES,90048,722110,Full-service restaurants,0,01/01/2024,,
0003414662-0001-0,GOLFO DE FONSECA RESTAURANT & PUPUSAS INC,GOLFO DE FONSECA RESTAURANT #3,15242 SATICOY STREET,VAN NUYS,91405-1623,15242 Saticoy 91405-1623,,,,722110,Full-service restaurants,6,01/17/2024,,POINT (-118.4654 34.2081)
0003414662-0002-8,GOLFO DE FONSECA RESTAURANT & PUPUSAS INC,GOLFO DE FONSECA RESTAURANT #3,9761 LAUREL CANYON BLVD,PACOIMA,91331-4108,9761 Laurel Canyon 91331-4108,,,,722110,Full-service restaurants,7,01/17/2024,,POINT (-118.42 34.2469)
0003414704-0001-5,TIERRA CALIENTE TACOS AND BEER INC,,18515 ROSCOE BLVD,NORTHRIDGE,91324-,18515 ROSCOE 91324,18515 ROSCOE BLVD,NORTHRIDGE,91324,722110,Full-service restaurants,0,01/18/2024,,
0003414735-0001-1,N&Y KITCHEN INC,THAI FANTASY & CHINESE KITCHEN,5900 MONTEREY ROAD,LOS ANGELES,90042-,5900 MONTEREY 90042,5900 MONTEREY ROAD,LOS ANGELES,90042,722110,Full-service restaurants,0,02/01/2024,,
0003414900-0001-3,REC LA LLC,RAMEN AKIRA,2716 W OLYMPIC BLVD SUITE #101,LOS ANGELES,90006-,2716 OLYMPIC 90006,2716 W OLYMPIC BLVD SUITE #101,LOS ANGELES,90006,722110,Full-service restaurants,0,01/22/2024,,
